Word,num_rhymes_full_elp,num_rhymes_1000_coca,num_rhymes_2500_coca,num_rhymes_5000_coca,num_rhymes_10000_coca,Ortho_N,Phono_N,Phono_N_H,OG_N,OLD,OLDF,PLD,PLDF,BG_Mean,I_Mean_RT,I_Zscore,I_SD,I_Mean_Accuracy,I_NMG_Mean_RT,I_NMG_Zscore,I_NMG_SD,I_NMG_Mean_Accuracy
concretely,0,0,0,0,0,0,0,0,0,3.8,6.36,4.4,6.15,4929.89,1162,0.75,489.2,0.83,839.92,0.56,207.37,0.89
concubine,0,0,0,0,0,0,0,0,0,3.35,6.55,4.7,5.99,4827.88,839.37,0.23,400.19,0.82,794.83,0.34,146.22,1
concur,40,0,0,0,0,0,0,0,0,2.2,7.24,2.55,6.6,3908.8,682.73,-0.34,233.22,0.74,763.12,0.19,164.9,0.89
concurred,33,0,0,0,0,0,1,1,0,2.6,6.68,2.6,7.02,4631.38,797.82,0,246.72,0.97,736.6,0.24,134.06,0.93
concurrence,4,0,0,0,0,0,0,0,0,3.35,6.17,3.2,7.26,4136.7,870.33,0.16,433.71,0.94,833.3,0.54,188.75,0.96
concurrent,3,0,0,0,0,0,0,0,0,3.35,7.01,3.5,6.46,4613,825.84,0.11,361.83,0.94,779.25,0.25,252.15,1
concurrently,1,0,0,0,0,0,0,0,0,4.25,6.5,4.65,6.41,4209.09,891.13,0.55,220.5,0.91,814.08,0.39,183.96,1
concurs,26,0,0,0,0,1,1,1,0,2.25,7.26,2.65,6.88,3901.83,838.32,0.27,441.62,0.74,774.08,0.15,199.94,0.96
concussion,5,0,0,0,0,1,0,0,0,2.6,6.82,2.9,7.49,4355.67,783.26,0.03,289.79,0.91,799,0.36,263.8,0.93
condemn,8,0,0,0,8,1,1,1,1,2.75,7.29,2.5,7,3856.33,848.63,0.14,463.01,0.91,789.43,0.34,236.68,0.81
condemnation,657,0,0,0,0,0,0,0,0,3.3,6.99,2.9,6.5,5083.55,871.7,0.32,335.73,0.96,861.77,0.49,334.28,0.96
condemned,2,0,0,0,0,1,2,2,1,2.7,6.81,2.55,6.93,4548.38,853.03,0.21,328.89,1,735.15,0.07,156.98,1
condemning,4,0,0,0,0,1,1,1,1,2.85,6.72,2.7,6.65,5517.22,781.19,0.17,247.51,0.97,801.59,0.27,246.59,0.93
condemns,5,0,0,0,0,1,2,2,1,2.75,7.39,2.65,6.86,3895.43,777.63,0.09,258.8,0.9,785.56,0.42,277.22,0.82
condensation,657,0,0,0,0,0,0,0,0,3.05,7.01,2.75,6.74,5815.45,811.3,0.12,289.08,1,770.23,0.22,205.23,0.96
condense,19,0,0,0,0,0,0,0,0,2.55,7.2,2.3,7.37,5200.43,788.12,0.02,286.2,0.97,687.76,-0.12,169.1,0.93
condensed,6,0,0,0,0,2,1,1,1,2.45,7.02,2.55,7.21,5560.88,719.03,-0.21,210.32,0.94,702.37,0,175.89,1
condenser,6,0,0,0,0,2,1,1,1,2.75,6.34,2.8,6.26,6194,956.33,0.31,504.36,0.84,828.61,0.26,247.72,0.96
condensing,4,0,0,0,0,0,0,0,0,2.65,6.65,2.5,6.93,6542.22,830.03,0.05,378.81,0.97,875.91,0.42,214.51,0.85
condescend,38,0,0,0,0,0,0,0,0,3.4,6.32,4.7,5.73,5424.56,949.48,0.47,388.87,0.9,842.43,0.58,257.17,0.78
condescending,36,0,0,0,0,0,0,0,0,4.4,6.14,5,6.26,6326.33,883.55,0.34,294.49,0.94,757.92,0.19,159.86,1
condescension,23,0,0,0,0,0,0,0,0,4.75,6.25,3.65,6.43,5446.17,988.42,1.02,413.3,0.8,1025.18,0.94,338.36,0.81
condiment,0,0,0,0,0,0,0,0,0,2.8,6.25,2.75,6.38,4702.75,809.9,-0.11,318.08,0.88,830.04,0.33,222.93,0.96
condiments,0,0,0,0,0,0,0,0,0,3.1,6.65,2.75,6.41,4483.22,889.06,0.1,410.01,0.97,725.54,0.01,207.48,1
condition,91,2,11,25,40,0,0,0,0,2.4,6.7,2.2,7.74,5724.5,588.82,-0.59,160.87,1,675.52,-0.2,141.12,1
conditional,7,0,0,0,0,0,0,0,0,3.2,7.4,2.75,7.59,5449.5,669.06,-0.39,278.37,1,716.42,0.04,165.88,1
conditioned,8,0,0,0,0,1,2,2,1,3.15,6.95,2.6,7.59,5904.5,723.6,-0.21,172.55,0.97,724.92,0,162.63,1
conditioner,4,0,0,0,3,1,2,2,1,3.3,6.64,2.9,7.36,6411,729.69,-0.12,184,0.94,691.93,-0.05,126.62,1
conditioners,5,0,0,0,0,0,0,0,0,3.85,6.6,3.25,7.42,6179.73,750.44,0.03,257.62,1,756,0.03,129.17,1
conditioning,6,0,0,0,0,0,0,0,0,3.75,6.49,3.25,7.28,6573.91,713.53,-0.26,184.04,1,746.61,0.03,171.11,1
conditions,62,0,0,0,0,1,2,2,0,2.6,6.89,2.25,7.6,5547.33,715.06,-0.42,286.17,1,701.21,-0.15,128.4,1
condolence,0,0,0,0,0,0,0,0,0,3.1,5.84,3.55,6.1,4354.56,834.5,0.28,258.3,0.85,750.45,0.26,172.02,0.85
condolences,0,0,0,0,0,0,0,0,0,3.65,5.66,4.6,6.18,5192.7,874.33,0.27,453.93,0.87,794.29,0.28,219.54,0.81
condom,0,0,0,0,0,1,0,0,0,2.4,7.34,1.9,7.81,3940.4,710.66,-0.41,275.64,1,614.52,-0.49,81.39,1
condominium,0,0,0,0,0,0,0,0,0,4.8,6.26,5.3,5.47,4190.7,953.63,0.55,307.19,0.91,820.96,0.53,227.93,0.85
condone,58,0,0,0,0,0,1,1,0,2.35,6.96,2.5,6.94,5146.17,843.34,0.33,300.2,0.85,808.33,0.17,205.36,0.89
condoned,16,0,0,0,0,1,1,1,1,2.5,6.63,2.6,6.99,5565.86,843.96,0.3,317.73,0.82,860.74,0.35,320.8,1
condor,7,0,0,0,0,3,12,12,1,1.85,7.35,1.55,7.13,4518.2,821.96,0.04,349.38,0.79,674.18,-0.32,127.1,0.81
conducive,12,0,0,0,0,0,0,0,0,2.9,6.36,3,5.63,3083.88,840.44,0.13,448.1,0.81,725.88,0.14,158.93,0.89
conduct,1,0,0,0,0,1,0,0,0,2.35,7.48,2.35,7.12,3275,630.94,-0.66,274.03,0.91,700.21,-0.25,185.06,1
conducted,2,0,0,0,0,0,0,0,0,2.55,7.04,2.4,7.33,4535.13,762.06,-0.3,321.44,0.97,698.71,-0.17,134.53,1
conducting,7,0,0,0,0,0,1,1,0,2.7,7.07,2.55,7.18,5806.67,645.88,-0.42,179.77,0.97,678.27,-0.03,113.15,1
conduction,14,0,0,0,0,0,0,0,0,2.4,6.98,2.55,7.55,4599.89,762.45,0.13,245.43,0.94,757.46,0.05,189.59,1
conductive,9,0,0,0,0,0,1,1,0,2.65,6.71,2.55,6.9,3771,799,-0.04,358.76,1,728.85,-0.07,130.15,1
conductivity,11,0,0,0,0,0,0,0,0,4.45,5.94,5.6,6.53,3379.36,910.88,0.43,374.96,0.97,780.85,0.32,219.23,0.93
conductor,3,0,0,0,0,0,1,1,0,2.85,6.84,2.5,6.65,3457.75,628.53,-0.46,207.38,0.94,698.15,-0.1,151.79,1
conductors,3,0,0,0,0,0,0,9,0,3.2,6.43,3.25,6.86,3503.22,694.76,-0.28,165.4,1,723.61,-0.01,207.76,1
conducts,7,0,0,0,0,1,1,1,0,2.55,7.5,2.55,7.26,3196.71,674.38,-0.48,282.3,0.88,698.3,-0.1,151.86,1
conduit,0,0,0,0,0,1,0,0,0,2.75,7.11,2.95,7.15,3643.5,757.64,0.21,231.79,0.41,808.43,0.61,254.57,0.85
cone,58,0,0,10,19,26,51,54,14,1,9.07,1,9.21,6047.67,670.09,-0.46,379.01,0.97,598.42,-0.45,98.16,0.92
cones,23,0,0,0,0,17,28,28,10,1.35,7.51,1.3,7.8,7719.75,626.48,-0.49,182.44,0.94,658,-0.31,186.78,0.97
confabulation,657,0,0,0,0,0,0,0,0,3.65,6.02,4.4,5.86,4497.08,1199.63,0.98,495.23,0.24,1132.95,1.49,296.9,0.88
confection,42,0,0,0,0,2,1,1,1,2.15,7.04,2,7.95,4511.67,776.97,-0.11,349.16,1,840.77,0.25,160.14,0.96
confectionery,0,0,0,0,0,1,0,0,0,4.65,7.28,5.25,6.28,4994.83,910.46,0.58,331.47,0.84,805.15,0.47,183.32,0.93
confederacy,0,0,0,0,0,0,0,0,0,4.45,6.64,4.8,6.42,4991.1,935.12,0.46,389.76,0.97,849.86,0.58,259.69,1
confederate,0,0,0,0,0,0,0,0,0,3.45,6.32,4.1,6.5,6354.3,875.74,0.27,348.57,0.97,764.38,0.24,211.51,1
confederation,657,0,0,0,0,0,0,0,0,3.35,6.56,4.1,6.75,6395.42,900.97,0.45,334.1,1,844.62,0.25,221.31,0.96
confer,40,0,0,0,16,3,0,0,0,1.85,6.99,2.15,7.49,5555.8,793.79,-0.06,426.92,0.71,733.71,0.06,165.33,0.81
conferees,100,0,0,0,0,0,0,0,0,2.75,6.74,4.1,6.67,6322.63,973.64,0.34,439.25,0.34,689.4,0.03,273.32,0.25
conference,0,0,0,0,0,0,0,0,0,2.65,6.68,2.8,6.6,5384.33,707.33,-0.26,261.31,1,710.41,0.07,196.1,1
conferences,0,0,0,0,0,0,0,10,0,2.95,6.86,4,6.8,6119.5,786.73,0.03,263.59,0.97,765.44,0.2,219.22,1
conferred,33,0,0,0,0,0,3,3,0,2.5,6.75,2,7.39,5660.75,730.59,-0.17,269.26,0.94,781.58,0.09,192.75,1
conferring,17,0,0,0,0,0,0,0,0,2.7,6.21,2.3,7.26,6489.67,721.28,-0.03,175.42,0.88,772.2,0.16,188.96,0.89
confers,26,0,0,0,0,4,2,2,0,1.85,7.11,2.05,7.38,5274.33,849.57,0.36,330.89,0.64,767.22,0.2,191.51,0.85
confess,57,0,0,17,27,1,0,0,0,2.15,6.92,2.45,6.56,5194.5,660.75,-0.38,189.26,1,659.93,-0.1,143.05,1
confessed,69,0,0,0,0,1,2,2,0,2.55,6.67,2.3,6.93,5406.75,571.76,-0.8,122.05,0.97,712.77,-0.04,182.21,1
confesses,17,0,0,0,0,1,1,1,0,2.65,6.05,2.7,6.27,5988.25,746.83,-0.18,231.9,0.88,723.33,-0.08,127.76,0.96
confessing,28,0,0,0,0,0,0,0,0,2.7,6.36,2.6,6.48,6405.22,678.55,-0.29,220.31,1,678.21,-0.11,152.08,1
confession,31,0,0,0,14,1,1,1,1,2.35,7.07,2.25,7.38,5198.44,600.94,-0.54,215.98,0.97,685.59,-0.24,230.03,1
confessional,5,0,0,0,0,0,0,0,0,3.3,6.86,3.1,7.12,5044.09,818.65,-0.05,343.38,0.94,738.63,-0.02,163.12,1
confessionals,1,0,0,0,0,0,0,0,0,3.85,6.58,3.4,7.18,4721.08,777.61,0.06,169.13,0.91,793.88,0.31,205.11,1
confessions,18,0,0,0,0,1,1,1,1,2.5,6.6,2.35,6.95,5091.6,658.35,-0.38,155.72,1,693.8,0.02,141.99,0.96
confetti,9,0,0,0,0,0,0,0,0,3,7.99,2.85,7.14,4064.43,782.52,0.04,236.89,0.97,819.21,0.21,128.51,0.96
confidant,0,0,0,0,0,1,0,9,0,2.9,6.85,4.85,7,3820,788.96,-0.01,286.14,0.81,731.36,-0.16,224.87,0.81
confidante,0,0,0,0,0,1,0,9,0,3.3,6.39,4.85,7,4345.22,909.08,0.58,241.01,0.81,735.05,0.28,220.48,0.84
confide,72,0,0,0,30,1,2,2,1,2.05,6.59,2.4,6.37,3605.17,695.82,-0.35,249.77,0.88,718.96,0.07,199.06,0.96
confided,14,0,0,0,0,2,0,0,0,2.35,6.6,2.75,6.33,4245,776.33,-0.18,353.34,0.88,719.63,0.09,129.35,1
confidence,0,0,0,0,0,0,1,1,0,2.6,6.05,3.6,7.03,3781.22,696.71,-0.24,300.12,0.97,628.41,-0.38,147.24,1
confidences,0,0,0,0,0,0,0,0,0,3.2,6.5,4.5,6.99,4676.7,871.53,0.25,367.48,0.91,811.89,0.17,322.44,0.73
confident,0,0,0,0,0,1,1,1,0,2.45,6.57,3.7,7.1,4272.63,636.56,-0.44,164.35,1,635.79,-0.23,136.08,0.92
confidential,20,0,0,0,5,0,0,0,0,3.7,6.19,3.95,6.23,4699.64,715.12,-0.16,264.98,0.94,702.48,-0.25,118.78,1
confidentiality,30,0,0,0,0,0,0,0,0,5.5,5.92,7.2,5.33,4474.79,900.45,0.26,378.17,1,697.32,-0.04,127.54,0.81
confidentially,6,0,0,0,0,0,0,0,0,4.8,6.49,4.55,6.6,4574.23,741.53,-0.15,263.6,0.97,820.22,0.28,311.06,0.82
confiding,18,0,0,0,0,1,1,1,1,2.6,6.48,2.8,6.39,5481.13,793.03,-0.15,277.5,0.88,819.04,0.12,251.74,1
configuration,657,0,0,0,180,0,0,0,0,3.45,5.8,4.4,5.92,4697.25,674.3,-0.21,162.92,1,730.92,0.09,171.87,0.96
configurations,264,0,0,0,0,0,0,0,0,3.95,6.14,4.9,6.13,4653.62,867.32,0.18,314.17,0.91,793.46,0.36,176.81,0.96
confine,49,0,0,0,27,1,3,3,1,1.85,7.08,2.3,6.5,5825.67,692.19,-0.28,202.72,0.91,702.77,-0.14,167.35,0.96
confined,45,0,0,0,0,2,2,2,0,2.05,6.9,2.3,6.75,6148.29,689.13,-0.31,171.49,0.97,693.54,-0.17,135.66,1
confinement,5,0,0,0,0,0,1,1,0,3.4,6.17,3.45,6.15,5280.5,732.77,-0.11,248.73,0.94,826.12,0.36,211.81,0.93
confines,0,0,0,0,0,2,0,0,0,2.45,6.85,2.8,6.02,6812.86,800.86,-0.03,323.42,0.88,750.68,0.2,134.27,0.93
confining,21,0,0,0,0,1,2,2,1,2.5,6.57,2.7,6.63,7038.25,772.21,0.06,243.42,0.88,802.22,0.19,199.91,1
confirm,10,0,2,3,6,1,2,2,0,2.4,6.6,2.05,7.12,2971.83,645.3,-0.5,161.15,0.97,722.61,0.06,172.14,1
confirmation,657,0,0,0,180,1,0,9,0,3.2,6.59,2.7,6.42,4662.55,731.06,-0.12,246.76,0.97,711.59,-0.16,138.64,0.96
confirmed,4,0,0,0,0,1,1,1,0,2.65,6.67,2.35,6.94,3661.25,774.5,-0.3,292.48,1,675.27,-0.07,130.01,0.96
confirming,5,0,0,0,0,1,0,0,0,2.85,6.66,2.5,6.77,4880.89,799.88,-0.01,281.77,1,700.46,-0.1,155.78,0.96
confirms,9,0,0,0,0,1,1,1,0,2.55,6.58,2.3,6.91,2637.14,659.5,-0.47,212.41,0.91,713.52,0.14,142.33,0.96
confiscate,0,0,0,0,0,0,0,0,0,3.65,6.61,3.7,6.96,4800.44,974.19,0.69,380.34,0.7,732.96,0.13,174.28,0.93
confiscated,0,0,0,0,0,1,0,0,0,3.65,6.71,4.25,6.31,5128.8,944.15,0.49,437.66,0.84,779.5,0.19,217.9,0.85
confiscating,0,0,0,0,0,0,0,0,0,3.65,7,4.45,6.03,6115.18,954.07,0.65,430.94,0.91,922.05,0.67,310.59,0.88
confiscation,657,0,0,0,0,0,0,0,0,3.2,6.67,2.9,6.09,5127.82,1016.73,0.89,403.57,0.71,846,0.64,179.65,0.87
conflagration,657,0,0,0,0,0,0,0,0,3.95,6.35,3.7,6.58,4812.83,883.09,0.42,309.85,0.39,940.23,0.9,252.08,0.54
conflict,0,0,0,0,0,0,0,0,0,2.8,6.5,3,6.61,3790.43,597.47,-0.63,131.64,1,633.43,-0.5,125.63,1
conflicting,11,0,0,0,0,0,0,0,0,3,6.55,3.2,7.03,5914.3,790.63,-0.11,286.68,0.97,794.59,0.3,183.82,1
conflicts,6,0,0,0,0,0,0,9,0,3.15,6.61,3.55,7.23,3657.5,702.48,-0.26,264.85,1,751.07,0.05,186.17,1
confluence,0,0,0,0,0,0,1,1,0,3.05,6.3,3.3,6.42,3219,795.68,0.17,258.34,0.66,803.57,0.24,180.72,0.82
confluent,3,0,0,0,0,0,1,1,0,2.85,7.01,3.05,6.99,3640.13,840.61,0.39,348.64,0.7,824.14,0.48,146.47,0.81
conform,14,0,0,0,10,1,0,0,0,2.2,6.9,2.55,7.33,3485.83,648,-0.4,182.35,0.91,666.6,-0.09,110.3,1
conformance,1,0,0,0,0,0,0,0,0,3.75,6.24,3.4,6.13,3689.5,1000.56,0.71,352.59,0.78,896.26,0.78,234.17,0.96
conformed,13,0,0,0,0,1,1,1,0,2.5,6.58,2.55,7.45,4046.75,763.39,-0.26,325.91,0.97,743.5,0.17,173.65,1
conformist,1,0,0,0,0,0,0,0,0,3.3,6.06,3.6,5.85,4082.33,814.26,0.08,287.75,0.87,842.89,0.32,181.63,1
conformists,1,0,0,0,0,0,0,0,0,3.6,6.2,4.3,6.31,3946.8,899.16,0.2,449.66,0.97,873.19,0.58,218.61,0.96
conformity,4,0,0,0,0,0,0,0,0,3.3,5.85,3.6,6.04,3205.22,772.42,-0.06,338.1,0.97,827.85,0.31,222.79,1
conforms,11,0,0,0,0,1,1,1,0,2.5,6.92,2.6,7.47,3077.71,713.94,-0.2,311.05,0.94,721.45,-0.15,203.97,1
confound,31,0,0,0,0,0,1,1,0,2.9,6.28,2.7,7.05,3529.43,662.76,-0.28,140.01,0.88,752.46,0.23,224.92,1
confounded,11,0,0,0,0,0,0,0,0,3.05,6.68,2.7,6.53,4185.22,1006.37,0.43,560.59,0.88,780.77,0.13,187.1,0.96
confounding,15,0,0,0,0,0,0,0,0,3.4,6.58,2.85,6.69,5180.1,745.34,-0.06,220.11,0.94,771.14,0.27,149.04,1
confront,12,0,0,2,5,0,0,0,0,2.85,7.1,2.95,7.49,4612.43,756.21,-0.21,314.55,1,694.52,-0.2,161.39,0.96
confrontation,657,0,0,0,180,0,0,0,0,3.65,6.5,3.5,6.37,5490.42,829.73,0.07,365.67,0.97,766.72,0.15,204.94,0.89
confrontations,264,0,0,0,0,0,0,0,0,4,6.43,3.75,6.42,5385.77,846.07,0.24,338.4,0.91,821.56,0.55,167.19,0.96
confronted,2,0,0,0,0,0,0,0,0,2.95,6.68,3.35,6.39,5435.33,749.18,-0.1,319.4,0.97,810.56,0.12,182.73,1
confronting,7,0,0,0,0,0,0,0,0,3.3,6.44,3.35,6.24,6489.7,730.88,-0.21,234.83,1,703.33,-0.12,123.83,1
confronts,8,0,0,0,0,0,0,0,0,3.15,6.96,3.5,7.2,4376.75,800.75,-0.06,252,0.94,715.33,-0.22,216.19,0.96
confuse,74,0,0,9,16,2,1,1,1,2.4,6.71,2.55,6.89,3575.67,703.8,-0.36,269.36,1,673.22,-0.27,155.63,1
confused,23,0,0,0,1,3,0,0,0,2.5,6.58,2.7,6.97,4219.71,653,-0.52,220.57,1,667.27,-0.27,226.61,1
confuses,10,0,0,0,0,3,0,0,0,2.5,6.66,3.1,7.11,4884.29,786.97,0.13,300.85,0.91,734.39,0.17,214.82,1
confusing,22,0,0,0,0,2,1,1,1,2.7,6.4,2.8,6.96,5491.38,671.16,-0.37,214.51,0.97,673.92,-0.11,180.24,1
confusion,20,0,0,2,5,1,1,1,0,2.35,6.5,2.6,6.56,4133.75,683.97,-0.42,228.7,1,680.13,-0.1,153.82,1
confusions,10,0,0,0,0,1,0,0,0,2.55,6.81,3.15,6.81,4133.33,760.62,-0.14,251.1,1,720.13,-0.04,213.05,1
conga,0,0,0,0,0,4,3,3,2,1.95,7.39,2.3,7.22,5763.75,798.04,0.17,248.73,0.68,728.58,0.14,192.5,0.96
congeal,49,0,0,0,0,1,1,1,1,2.55,6.96,2.8,6.16,5504,844.1,0.24,151.53,0.6,848.48,0.49,260.83,0.88
congealed,19,0,0,0,0,1,2,2,1,2.8,6.72,3.05,5.99,5965.88,906.77,0.32,391.43,0.67,802.5,0.49,243.08,0.88
congenial,1,0,0,0,0,0,0,0,0,3.3,6.09,4.05,5.63,5328,694.48,-0.16,183.9,0.79,801.52,0.4,127.86,0.84
congeniality,30,0,0,0,0,0,0,0,0,4.5,5.02,6.25,5.03,4870.45,807.68,0.25,325.43,0.88,951.96,0.83,332.55,0.88
congenital,1,0,0,0,0,0,0,0,0,3.75,6.05,4.75,6.59,5332.56,914.06,0.29,319.75,1,976.06,0.93,285.53,0.77
congest,69,0,0,0,0,2,1,1,0,1.9,7.85,2.7,7.19,7373.33,769.68,0.18,269.4,0.71,816.31,0.23,250.79,1
congested,9,0,0,0,0,1,1,1,1,2.4,6.92,2.85,7.16,7608.88,818.84,-0.01,376.72,0.89,735.85,0.13,150.4,0.96
congestion,5,0,0,0,2,0,0,0,0,2.5,7,3.4,6.73,7332.11,811.06,0.03,408.24,0.97,741.68,-0.04,164.38,1
congestive,4,0,0,0,0,0,1,1,0,3.25,6.56,3.2,6.66,6503.22,883.35,0.33,358.24,0.94,810.65,0.27,222.76,1
conglomerate,0,0,0,0,0,0,0,0,0,4.6,5.85,5.4,5.69,6113,898.64,0.48,303.93,0.81,934.93,0.71,257.77,0.96
conglomeration,657,0,0,0,0,0,0,0,0,4.5,6.38,5.15,5.96,6188.08,923.52,0.68,258.1,0.7,937.35,0.93,275.14,0.81
congrats,22,0,0,0,0,0,0,0,0,2.85,7.08,3.35,6.84,5729.14,760.68,-0.17,264.97,0.91,726.21,0.03,130.77,1
congratulate,0,0,0,0,0,0,0,0,0,4.15,5.18,5.6,4.83,5645.36,853.58,0.29,322.36,0.97,786.54,0.22,156.95,1
congratulated,0,0,0,0,0,1,0,0,0,4.35,5.68,6.2,5.98,5848.58,951.13,0.38,408.37,0.97,800.18,0.29,176.33,1
congratulation,657,0,0,0,0,0,0,0,0,4.3,6.4,6.05,5.82,5792.38,1005.48,0.51,404.3,0.94,743.08,0.12,131.36,0.93
congratulations,264,0,0,0,0,0,0,0,0,4.4,5.92,6.7,5.7,5673.64,745.45,-0.27,246.63,0.94,730.32,0.03,120.27,1
congratulatory,0,0,0,0,0,0,0,0,0,5.25,5.24,7.85,5.43,4814.08,917.27,0.86,266.11,0.87,893.08,0.88,283.3,0.93
congregate,0,0,0,0,0,0,0,0,0,3.45,5.5,3.7,5.26,5599.33,806.66,0.07,346.19,0.94,800.67,0.21,250.02,0.96
congregated,0,0,0,0,0,1,0,0,0,3.45,6.08,4.3,6.11,5847.8,829.79,0.16,374.85,0.88,799.22,0.18,271.32,1
congregation,657,0,0,80,180,0,0,0,0,3.35,6.37,3.6,5.75,5781.45,785.56,-0.03,229.33,1,719.56,-0.11,268.95,0.93
congregational,17,0,0,0,0,0,0,0,0,4.25,5.82,4.65,5.34,5561.15,886.76,0.49,263.59,1,876.31,0.66,280.17,0.93
congregations,264,0,0,0,0,0,0,0,0,3.6,5.87,3.8,6.08,5643.83,817.12,0.39,213.49,0.83,848.41,0.43,295.06,0.88
congress,0,0,0,0,0,0,0,0,0,2.7,6.34,2.75,6.49,6848.29,644.03,-0.4,245.6,1,647.63,-0.28,135.93,1
congresses,0,0,0,0,0,0,0,0,0,3.25,6.24,3.45,6.12,7186.33,856.26,0.15,402.9,0.91,807.52,0.36,298.03,0.92
congressional,5,0,1,1,1,0,0,0,0,4.05,6.39,4.55,6.76,6021.33,718.7,-0.17,184.59,1,766,0.07,157.77,1
congressman,0,0,0,0,0,1,0,10,0,4.05,5.94,4.15,5.69,5966.4,736.47,-0.03,268.02,1,689.67,-0.16,122.59,0.96
congressmen,0,0,0,0,0,1,0,10,0,3.7,6.15,4.15,5.69,5945.9,824.73,0.33,253.31,0.88,676.19,-0.25,85.87,0.96
congresswoman,0,0,0,0,0,1,0,0,0,4.75,5.49,5.4,4.22,5175.42,915.91,0.29,415.11,1,732.32,-0.2,187.03,1
congresswomen,0,0,0,0,0,1,0,0,0,4.95,6.12,6.25,4.24,5158.33,869.73,0.07,404.89,0.97,709.38,-0.01,105.55,0.93
congruence,0,0,0,0,0,0,1,1,0,3.35,6.02,3.45,5.91,4196.67,893.41,0.36,317.76,0.84,838.57,0.47,195.42,0.95
congruity,4,0,0,0,0,0,0,0,0,3.35,6.51,3.75,6.29,3817.25,818.52,0.12,339.24,0.78,873.04,0.67,235.51,0.82
conic,28,0,0,0,0,7,8,8,6,1.75,7.16,1.65,7.08,5141,843.13,0.49,319.4,0.48,753.95,0.03,237.25,0.85
conical,2,0,0,0,0,2,1,1,1,2.2,7.09,2.05,6.36,5054,693.25,0.31,146.92,0.12,824.5,0.32,226.68,0.67
conifer,0,0,0,0,0,0,0,0,0,2.55,6.74,2.65,6.42,5239.17,963.22,0.63,392.63,0.68,859.72,0.56,303.04,0.72
conjecture,1,0,0,0,0,0,0,0,0,3.45,6.74,3.3,6.09,3347.33,789.93,0.06,219.25,0.84,803.84,0.32,234.44,0.89
conjectures,1,0,0,0,0,1,1,1,1,3.6,6.46,3.75,6.43,4286.2,822.1,0.12,286.46,0.91,781.42,0.24,157.56,0.93
conjoin,10,0,0,0,0,0,0,0,0,2.75,6.8,2.7,5.78,4797,768.71,0.03,322.3,0.5,773.43,0.4,147.23,0.96
conjoined,6,0,0,0,0,0,2,2,0,2.7,6.5,3.05,5.85,5253.88,830.53,0.07,303.4,0.86,831.04,0.34,220.89,1
conjugal,0,0,0,0,0,0,0,0,0,3,6.3,3.7,5.79,3053.29,871.23,0.28,453.02,0.67,794.67,0.37,202.46,0.68
conjugate,77,0,0,0,0,0,0,0,0,2.9,5.55,3.2,5.18,4031.63,698.63,-0.05,184.98,0.91,844.41,0.53,311.73,0.96
conjugated,38,0,0,0,0,1,0,0,0,3.1,6.09,3.8,5.49,4481.89,853.63,0.18,420.73,1,793.73,0.3,225.93,0.93
conjugates,52,0,0,0,0,1,0,0,0,3.35,5.47,3.75,5.4,4998.78,906.46,0.42,493.22,0.75,806.04,0.23,304.55,1
conjugation,657,0,0,0,0,1,0,0,0,2.8,5.24,3.45,5.94,4545.5,962.15,0.5,365.32,0.87,813.35,0.51,175.33,0.85
conjunction,5,0,0,0,3,0,0,0,0,2.6,5.8,3.3,6.26,4269.6,716.91,-0.3,269.21,1,676.78,-0.28,186.23,1
conjunctions,3,0,0,0,0,0,0,0,0,3.25,6.24,3.75,6.21,4256.91,729.43,-0.21,226.06,1,746.96,0.09,152.89,0.96
conjure,0,0,0,0,0,0,1,1,0,2.45,6.91,2.15,7,4090.33,708.27,-0.21,183.48,0.76,705.48,-0.15,167.55,0.88
conjured,0,0,0,0,0,2,2,2,2,2.5,6.65,2.7,6.68,4660.86,748.03,-0.19,315.95,0.91,666.87,-0.18,134.13,0.92
conjures,0,0,0,0,0,2,3,3,2,2.6,6.75,2.6,6.96,5325.43,756.5,-0.01,275.08,0.82,713.33,0.11,132.52,0.92
conk,2,0,0,0,0,11,3,3,1,1.6,8.2,1.85,7.88,4539.33,697.11,-0.16,321.95,0.3,586.96,-0.58,116.92,0.92
connect,46,0,15,18,24,0,1,1,0,1.95,8.04,1.95,8.25,3878.83,593.24,-0.76,202.03,1,656.93,-0.21,174.05,0.96
connected,25,0,0,0,0,0,1,1,0,2.25,7.01,2.25,8.1,4988,606.58,-0.54,214.4,1,728.65,-0.17,296.2,1
connecting,34,0,0,0,0,0,2,2,0,2.5,6.99,2.35,7.64,6209.22,653.59,-0.38,188.57,1,660.11,-0.32,122.11,1
connection,42,0,7,9,20,2,1,8,0,2.15,7.23,1.95,8.27,5002.44,675.81,-0.36,278.32,0.94,676.93,-0.19,135.83,1
connections,26,0,0,0,0,1,1,1,0,2.45,7.52,2.1,7.85,4915.2,624.88,-0.56,253.43,0.97,630.3,-0.43,75.51,1
connective,21,0,0,0,0,0,2,2,0,2.65,7.29,2.4,7.88,4173.56,709.63,-0.21,202.74,0.94,772.21,0.07,139.55,1
connects,27,0,0,0,0,0,1,1,0,2.3,7.47,2.3,7.66,3714.29,691.71,-0.33,239.55,1,720.44,-0.07,241.32,0.96
conned,13,0,0,0,0,5,20,20,3,1.85,6.69,1.4,8.29,5426.2,1068,0.81,355.76,0.29,786.13,0.39,271.99,0.92
