Word,num_rhymes_full_elp,num_rhymes_1000_coca,num_rhymes_2500_coca,num_rhymes_5000_coca,num_rhymes_10000_coca,Ortho_N,Phono_N,Phono_N_H,OG_N,OLD,OLDF,PLD,PLDF,BG_Mean,I_Mean_RT,I_Zscore,I_SD,I_Mean_Accuracy,I_NMG_Mean_RT,I_NMG_Zscore,I_NMG_SD,I_NMG_Mean_Accuracy
metabolic,8,0,0,0,2,0,0,0,0,3.5,6.52,4.45,5.82,3319.13,702.74,-0.29,223.45,1,738.42,-0.01,230.41,0.86
metabolism,0,0,0,0,0,0,0,0,0,3.7,5.85,4.2,4.94,3184.33,669.24,-0.38,159.92,1,690.23,-0.08,112.1,0.93
metabolize,0,0,0,0,0,1,1,1,1,3.6,5.54,3.9,5.07,2752.22,756.65,-0.22,232.99,1,792.68,0.13,255.42,0.96
metacarpal,1,0,0,0,0,0,0,0,0,4.75,5.69,5.35,6.46,3474.44,1009.6,0.6,352.61,0.76,901.71,0.99,278.21,1
metal,8,0,1,1,2,2,14,26,1,1.75,7.78,1.2,8.1,3969.75,585.36,-0.68,147.68,0.97,595.11,-0.6,121.95,1
metallic,5,0,0,0,0,0,0,0,0,3.3,6.72,2.85,7.21,4278.29,683.74,-0.31,169.04,0.97,727.85,-0.14,150.49,1
metallurgy,0,0,0,0,0,0,0,0,0,4.8,7,4.95,6.73,2740,761.25,0.22,151.28,0.46,1003.56,1.09,302.56,0.5
metals,4,0,0,0,0,2,15,25,1,1.8,7.58,1.55,7.82,3409.4,617.64,-0.64,275.74,1,643.12,-0.39,183.11,0.96
metalwork,0,0,0,0,0,0,0,0,0,3.75,6.27,4.3,5.01,2791.13,730.3,-0.26,244.24,0.91,680.3,-0.27,176.03,1
metalworking,0,0,0,0,0,0,0,0,0,5.15,6.54,5.55,5.65,4257.36,906.41,0.41,281.45,0.97,806.44,0.25,162.71,1
metamorphic,3,0,0,0,0,0,0,0,0,4.9,6.18,4.45,5.87,2756.8,777.56,0.08,206.46,0.97,787.68,0.11,240.65,1
metamorphose,0,0,0,0,0,0,0,0,0,5.1,5.46,5,6.16,2649.55,862.18,0.4,242.41,0.63,801.74,0.12,177.77,0.76
metamorphosis,0,0,0,0,0,1,0,0,0,5.4,5.19,5.8,5.26,2820.83,789.44,0.12,268,1,719.76,0.11,165.21,0.89
metaphor,0,0,0,0,0,0,0,0,0,3.6,7.22,3.3,6.86,2915.57,695.34,-0.37,231.76,0.94,644.44,-0.41,167,1
metaphorical,3,0,0,0,0,0,0,0,0,4.5,6,4.4,5.87,3702.09,847.78,0.21,272.98,0.94,738.26,-0.01,220.55,1
metaphors,0,0,0,0,0,0,0,0,0,3.65,6.63,3.7,6.94,3034.5,694.16,-0.32,241.03,0.94,629.44,-0.41,92.94,0.96
metaphysical,1,0,0,0,0,0,1,1,0,4.75,7.04,4.75,6.16,2838.91,895.87,0.4,340.34,0.91,869.96,0.52,282.72,0.96
metaphysics,2,0,0,0,0,0,1,1,0,4.55,6.44,4.8,6.41,2173.4,896,0.36,400.06,0.84,808.73,0.15,224.63,0.96
meteor,1,0,0,0,0,0,11,16,0,2.35,7.56,1.7,7.65,4112.2,788.75,-0.08,441.51,0.88,780.24,0.27,194.41,1
meteoric,6,0,0,0,0,0,0,0,0,2.95,6.79,4.75,6.26,4445,761.14,0.11,225.68,0.85,1063.64,1.47,431.51,0.5
meteorite,0,0,0,0,0,0,0,0,0,3.35,6.22,3.6,6.33,4918.88,829.06,0.17,293.29,0.91,834.7,0.3,233.3,1
meteorological,28,0,0,0,0,0,0,0,0,4.5,6.06,6.15,6.36,3638.77,995.65,0.84,271.88,0.94,883.33,0.63,275.17,0.78
meteorology,49,0,0,0,0,0,0,0,0,4.3,6.38,5.55,6,3201.7,963,0.31,526.38,0.9,748,0.16,141.23,0.83
meteors,0,0,0,0,0,0,0,0,0,2.6,7.15,2,7.88,4071.33,707.3,-0.17,228.96,0.87,792.75,0.18,179.33,0.92
meter,13,0,0,1,4,7,25,29,3,1.75,7.64,1.15,7.9,7014.75,571.35,-0.67,110.25,1,665.48,-0.26,146.92,0.93
metered,2,0,0,0,0,1,9,9,1,1.95,6.49,1.75,7.01,7403.83,851.4,0.16,357.05,0.94,665.23,-0.16,118.89,0.96
metering,1,0,0,0,0,0,5,5,0,2,6.31,1.85,6.53,8220.57,934.5,0.42,367.35,0.71,792.24,0.47,154.69,0.93
meters,11,0,0,0,0,3,19,24,1,1.9,6.94,1.45,7.48,6385.2,647.53,-0.41,195.23,0.94,642.19,-0.4,132.22,1
methane,0,0,0,0,0,0,0,0,0,2.9,7.55,2.65,8.81,3977.33,764.03,-0.02,268.33,0.85,689.52,-0.24,125.29,1
methanol,0,0,0,0,0,0,0,0,0,3.45,7.27,3.45,7.15,3302.29,784.62,0.17,232.05,0.81,735.4,0.07,176.56,0.96
method,0,0,0,0,0,0,0,0,0,2.65,7.08,1.95,6.86,2470.6,666.76,-0.34,216.74,1,569.71,-0.67,91.85,1
methodical,0,0,0,0,0,0,0,0,0,3.3,6.81,3.4,6.99,3364.11,857.52,-0.04,419.91,0.97,709.3,-0.05,138.46,0.91
methodically,1,0,0,0,0,0,1,1,0,4,6.08,3.45,6.22,3458.73,834.03,0.1,285.37,0.94,811.18,0.42,267.17,0.71
methodological,28,0,0,0,0,0,0,0,0,4.35,6.35,4.45,6.27,2767.54,1063.67,0.78,443.91,0.94,835.54,0.61,197.59,0.5
methodology,49,0,0,0,0,0,0,0,0,4.2,6.67,4.7,6.44,2069.1,868.89,0.35,289.15,0.84,783.92,0.08,329,0.83
methods,0,0,0,0,0,1,0,0,0,2.7,6.69,2.8,7.49,2241.33,619.35,-0.68,360.52,1,577.69,-0.49,95.09,1
methyl,3,0,0,0,0,0,6,6,0,2.65,7.2,1.7,8.17,1923,832.96,0.31,273.37,0.7,857.95,0.34,326.28,0.81
meticulous,1,0,0,0,0,0,0,0,0,4.2,6.05,3.45,7,3692.33,729.64,0.04,218.93,0.76,762,0.16,193.09,0.92
meticulously,1,0,0,0,0,0,0,0,0,4.55,5.34,4.6,6.35,3474.91,833.33,0.15,259.94,0.79,801,0.16,324.98,0.88
metric,4,0,0,0,0,1,0,0,0,2.4,7.23,2.4,7.43,4047.2,763.83,-0.07,215.46,0.94,670.52,-0.38,181.55,1
metrical,4,0,0,0,0,1,0,0,0,2.7,7.3,2.75,7.3,4285.14,900.79,0.43,310.18,0.81,747.88,0.24,186.88,0.92
metrically,1,0,0,0,0,0,0,0,0,2.95,6.16,2.75,6.56,4196.11,968,0.67,314.6,0.63,878.25,0.92,278.54,0.76
metro,0,0,0,0,0,1,1,1,0,2,8.05,1.95,7.99,3511.5,675.94,-0.42,209.97,1,571.57,-0.67,98.23,1
metropolis,3,0,0,0,0,0,0,0,0,4.45,6.23,4.45,5.94,3534.44,803.75,-0.02,350.86,0.88,719.16,0.25,183.32,0.89
metropolitan,2,0,0,0,0,0,0,0,0,5.65,5.91,6.6,5.59,3750.91,856.67,0.18,327.87,0.97,756.32,0.03,208.29,0.89
mettle,8,0,0,0,0,5,14,26,5,1.8,7.08,1.2,8.1,3088,837.05,0.32,248.44,0.59,688.83,-0.29,232.21,0.96
mew,127,0,0,0,0,18,14,17,3,1.3,9.16,1.15,9.2,1997,747.3,0.07,304.3,0.3,746.6,0.03,203.68,0.65
mezzanine,0,0,0,0,0,0,0,0,0,3.85,6.9,3.2,7.36,4290.5,957.06,0.62,287.47,0.56,859.81,0.67,249.37,0.91
mezzo,0,0,0,0,0,0,1,1,0,2.9,8.01,1.9,8.39,947,855.22,0.8,236.19,0.26,739.26,0.03,175.82,0.68
mica,2,0,0,0,0,5,9,9,2,1.9,8.27,1.9,8.3,3679.67,844.11,0.34,275.55,0.55,726.94,0.08,231.92,0.72
mice,28,0,0,0,0,15,29,29,12,1.25,8.45,1,10.11,3303,593.97,-0.66,195.76,0.91,566.89,-0.76,96.55,1
microbe,0,0,0,0,0,0,0,0,0,2.85,6.76,3.1,7.13,2627.67,890.82,0.45,288,0.82,727.15,-0.09,156.08,1
microbial,0,0,0,0,0,0,0,0,0,3.85,6.18,4.65,6.43,2926.88,1033.17,0.7,382.55,0.58,829.1,0.18,218.16,0.84
microbiology,49,0,0,0,0,0,0,0,0,5.2,6.36,7.4,6.13,2406.27,786.31,0.21,274.29,1,712.96,-0.04,143.26,0.93
microcosm,0,0,0,0,0,1,1,1,1,3.85,6.03,4.7,5.63,2755.5,1010.62,1.16,319.12,0.39,914.53,0.65,302.62,0.58
microfiche,0,0,0,0,0,0,0,0,0,4.6,6.58,4.35,6.04,2936.56,1188.82,1.25,363.57,0.49,860.59,0.64,119.58,0.65
microfilm,0,0,0,0,0,0,0,0,0,4.35,6.03,4.5,5.93,2304.63,765.38,0.02,219.1,0.91,685.16,-0.12,159.63,1
micrometer,7,0,0,0,0,0,0,0,0,3.9,5.96,4.6,6.09,4822.67,815.72,0.24,293.68,0.91,812.4,0.26,211.18,0.96
micrometers,2,0,0,0,0,0,0,0,0,4.3,6.44,4.8,6.06,4727.1,1090.91,0.69,533.31,0.94,755.48,0.1,217.45,0.85
micron,0,0,0,0,0,0,0,0,0,2.45,7.3,2.75,7.3,4271,869.45,0.46,380.48,0.63,682.54,-0.18,234.77,0.96
microns,0,0,0,0,0,0,0,0,0,2.75,6.98,3.5,6.85,4247.5,872.05,0.4,160.3,0.58,773.48,0.25,141.24,0.88
microorganism,1,0,0,0,1,0,0,0,0,5.75,5.85,8.15,5.04,3262.42,1127.53,1.02,355.39,0.88,886.78,0.66,185.99,0.93
microorganisms,1,0,0,0,0,0,0,0,0,6.45,5.68,8.75,5.21,3059.85,1089.3,1,322.19,0.84,919.69,0.9,205.17,0.93
microphone,0,0,0,0,0,0,0,0,0,3.65,5.34,3.25,5.35,3520.11,736.66,-0.14,288.4,1,588.19,-0.62,93.05,1
microphones,0,0,0,0,0,0,0,0,0,4.05,5.46,3.55,5.09,4441.7,741.61,-0.06,228.62,0.94,611.04,-0.39,117.97,1
microscope,0,0,0,0,0,1,0,0,0,3.3,5.08,4.15,5.21,2926.56,807.97,0.08,380.31,1,633.31,-0.41,150.67,1
microscopes,0,0,0,0,0,0,0,0,0,3.75,5.15,4.5,5.31,3907.5,876.45,0.2,294.09,0.94,729.85,-0.19,203.35,1
microscopic,6,0,0,0,1,0,0,0,0,4.15,4.69,5.15,4.89,2938.6,815.53,0.14,269.52,0.97,801.2,0.19,323.22,1
microscopically,0,0,0,0,0,1,1,1,1,5.7,5.2,5.85,5.32,3351.07,1091.71,1.07,326.62,0.84,830.72,0.72,216.29,0.86
microscopy,0,0,0,0,0,1,0,0,0,3.9,5.56,5.25,5.75,2590.78,872.59,0.41,302.53,0.73,976.45,0.85,270.19,0.8
microwave,0,0,0,0,0,0,0,0,0,3.95,6.09,4.4,5.89,2493.88,714.13,-0.3,325.75,0.97,627.15,-0.47,120.9,0.96
microwaves,0,0,0,0,0,0,0,0,0,4.4,6.34,4.8,5.84,3631.89,810.52,-0.09,368.16,1,680.5,-0.3,146.77,1
midair,74,0,0,0,0,0,0,0,0,2.9,7.25,2.45,7.78,1766,836.71,0.38,398.39,0.75,787.69,0.12,227.19,0.96
midday,0,0,0,0,0,1,1,1,1,2.45,7.11,2.45,6.37,1379.6,900.5,0.16,454.25,0.79,670.52,-0.05,158.96,0.96
middle,5,0,0,0,1,7,19,19,6,1.7,5.99,1.05,8.27,2443.2,649.94,-0.51,224.64,0.94,655.5,-0.37,198.2,1
middleman,0,0,0,0,0,1,1,1,1,3.7,5.58,3.55,4.54,3115.13,781.81,0.07,244.18,0.97,691.73,-0.17,184.79,0.96
middleweight,0,0,0,0,0,0,0,0,0,5.55,5.55,4,4.56,1612.45,892.13,0.3,378.02,0.97,743.63,0.02,203.84,1
middling,1,0,0,0,0,6,10,10,6,2.05,6.56,1.65,5.72,4959,857.14,0.27,435.7,0.41,825.96,0.17,328.06,0.92
midge,4,0,0,0,0,2,18,18,1,1.9,7.73,1.9,8.36,1759.25,805.25,0.36,242.56,0.26,629.08,-0.37,102.29,0.93
midget,2,0,0,0,0,2,1,1,0,2.3,7.23,2.3,6.81,2005,671,-0.38,227.95,0.97,617.14,-0.6,123.4,1
midland,0,0,0,0,0,0,0,0,0,2.75,6.95,2.6,7.13,3310.5,767.61,-0.12,421.92,1,716.64,-0.12,140.39,0.96
midmorning,0,0,0,0,0,0,0,0,0,3.95,5.89,4.85,6.97,4342.56,809.63,0.42,202.59,0.71,792.89,0.42,214.93,0.96
midnight,0,0,0,0,0,0,0,0,0,3.45,7.43,2.8,6.82,1554,715.62,-0.28,240.63,1,694.77,-0.36,277.46,1
midpoint,0,0,0,0,0,0,0,0,0,3.2,6.5,3.4,6.9,3901.29,724.85,-0.4,388.4,1,619.96,-0.48,88.36,1
midshipman,3,0,0,0,0,1,0,9,0,4.35,5.35,4,6.64,2484.11,1105.43,0.95,461.17,0.45,969.15,0.92,224.43,0.83
midshipmen,0,0,0,0,0,1,0,9,0,4.35,5.5,4,6.64,2461.33,1201.29,1.4,357.88,0.48,949.15,0.89,299.12,0.91
midst,1,0,0,0,0,1,3,3,1,1.85,7.97,1.7,7.44,3241.75,680.53,-0.3,197.86,0.86,666.04,-0.33,126.05,0.92
midstream,0,0,0,0,0,0,0,0,0,3.45,6.33,3.05,6.89,3706,798.22,-0.12,350.88,0.94,664.56,-0.13,166.63,1
midsummer,8,0,0,0,0,0,0,0,0,3.95,6.36,4.6,6.96,3214.13,796.22,-0.1,309.09,1,758.89,-0.06,191.1,0.96
midway,0,0,0,0,0,1,1,1,1,2.7,7.11,2.55,6.63,1327,637.79,-0.51,193.11,0.97,569.73,-0.54,77.89,1
midweek,0,0,0,0,0,0,0,0,0,3.4,7.1,2.9,7.29,1240.17,938.4,0.4,352.48,0.91,663.77,-0.28,164.28,0.96
midwesterners,1,0,0,0,0,0,0,0,0,5.45,5.9,6.4,5.66,5879.75,1086.18,1.2,264.57,0.88,881.11,0.61,156.38,1
midwife,0,0,0,0,0,0,0,0,0,3.1,6.64,3.15,6.38,1261.83,744,-0.06,224.1,1,638.68,-0.4,161.1,1
miffed,12,0,0,0,0,2,13,13,2,2.2,6.75,1.45,8.06,2773.6,759.43,0.34,161.81,0.41,684.96,-0.2,146.77,0.92
might,54,9,17,25,38,9,36,39,8,1.6,8.68,1,10.04,1485.75,612,-0.63,170.89,0.97,554.71,-0.7,95.72,0.97
mightiest,1,0,0,0,0,0,4,4,0,3.15,6.35,2.65,5.79,4950.5,926.5,0.56,329.6,0.85,737.2,0.3,160.22,0.93
mightily,1,0,0,0,0,0,2,2,0,2.75,7.46,2.5,6.66,3169,811.3,0.34,334.6,0.72,843.96,0.44,239.9,0.85
mighty,3,0,0,0,0,1,12,12,0,1.9,8.66,1.9,7.48,1404,690.6,-0.46,190.24,1,600.89,-0.53,116.01,1
migraine,0,0,0,0,0,0,1,1,0,2.85,6.9,2.7,6.52,4768,814.39,0.08,375.91,0.94,732.42,-0.08,156.11,1
migrant,0,0,0,0,0,0,0,0,0,2.5,7,2.65,6.71,4085.67,674.69,-0.32,171.43,0.88,668.69,-0.41,154.93,1
migrants,0,0,0,0,0,0,0,0,0,2.65,6.54,3.1,6.5,3891.57,730.1,-0.16,237.65,0.86,741,0.1,200.06,0.92
migrate,0,0,0,0,0,0,1,1,0,2.05,6.18,2.55,6.04,4773.17,725.1,-0.17,284.1,0.94,734.41,-0.17,285.35,0.96
migrated,0,0,0,0,0,1,0,0,0,2.55,6.05,2.85,6.77,5246.14,727.24,-0.4,286.95,1,728.59,0.03,166.44,1
migrates,0,0,0,0,0,1,0,0,0,2.5,6.6,2.8,6.37,5910.71,771.76,-0.22,510.62,0.97,688.89,-0.24,129.32,0.96
migrating,0,0,0,0,0,0,0,0,0,2.7,6.68,3.2,6.82,6587.75,812.73,0,366.56,1,752.54,-0.01,169.15,1
migration,657,0,0,0,180,0,0,0,0,2.7,6.64,2.8,5.9,5230.13,670.79,-0.25,206.54,1,667.54,-0.16,134.13,0.96
migratory,0,0,0,0,0,0,0,0,0,3.55,6.55,4.75,6.69,3640.38,849.52,0.45,278.27,0.76,820.7,0.61,192.74,0.88
milady,0,0,0,0,0,1,0,0,0,2.55,7.24,2.85,7.25,2472,834.33,0.29,231.65,0.2,989.07,0.93,446.16,0.64
mild,12,0,0,2,2,9,22,22,4,1.55,8.16,1.55,8.54,2168,614.7,-0.6,235.38,0.97,563.04,-0.65,103.29,1
milder,1,0,0,0,0,6,2,2,1,1.75,7.29,2.2,7.43,4906,877.85,-0.02,422.37,0.81,796.42,0.04,224.1,0.96
mildew,0,0,0,0,0,1,0,0,0,2.3,7.34,2,7.59,2400,701.53,-0.32,243.06,0.97,671.96,-0.33,101.5,1
mildly,1,0,0,0,1,1,1,1,1,1.95,7.28,2.55,7.14,2222.6,669.9,-0.33,216.99,0.91,679.39,-0.11,185.37,1
mile,23,2,4,5,10,22,36,36,17,1,8.21,1,8.87,4153.67,618.12,-0.59,213.63,0.97,538.74,-0.85,103.53,1
mileage,0,0,0,0,0,0,1,1,0,2.75,6.98,2.7,7.33,3246,745.73,-0.16,246.91,0.88,707.32,-0.1,166.77,0.93
miler,3,0,0,0,0,8,17,17,6,1.55,7.48,1.6,7.63,6402.5,800.5,0.05,397.03,0.3,750,0.18,218.61,0.6
miles,13,0,0,0,0,19,22,22,13,1.4,7.6,1.5,8.11,6299.25,641.45,-0.6,128.21,0.97,544.03,-0.7,87.55,1
milestone,0,0,0,0,0,1,1,1,1,3.15,5.92,3.1,5.08,6124.5,648.09,-0.39,231.57,0.97,738.37,-0.14,210.6,1
milestones,0,0,0,0,0,1,1,1,1,3.5,5.59,3.45,4.55,6859.11,691.21,-0.26,169.79,1,635,-0.42,102.83,1
milieu,1,0,0,0,0,0,0,0,0,2.6,7.27,2.55,8.19,3231.2,727.69,0.09,190.6,0.41,806.27,0.36,208.63,0.46
militancy,0,0,0,0,0,0,0,0,0,3.4,5.38,3.65,5.71,3678.5,1024.05,0.8,381.01,0.71,899.18,0.77,283.18,0.85
militant,0,0,0,0,0,0,0,0,0,2.85,6.66,2.8,6.51,4569.57,833.06,0.04,406.56,0.91,745.81,0.03,170.35,1
militantly,0,0,0,0,0,0,0,0,0,3.45,5.98,3.7,5.68,4085.56,1009.07,0.79,296.66,0.9,855.65,0.63,190.05,0.87
militarily,12,0,0,0,0,0,0,0,0,3.45,6.3,4.45,6.32,4274.67,932.03,0.65,410.43,0.94,768.88,0.12,227.25,0.89
militarism,0,0,0,0,0,1,0,0,0,3.75,5.84,5.2,5.02,4224.11,960.26,0.47,460.61,0.97,735.54,0.03,202.51,0.86
militarize,1,0,0,0,0,0,0,0,0,3.4,4.81,3.95,4.64,3792,810.32,0.13,274.17,0.94,726.87,0.03,221.38,0.92
military,1,0,0,0,0,0,1,1,0,2.8,5.6,2.8,5.98,3768,743.45,-0.42,410.38,0.97,629.18,-0.39,87.12,0.97
militia,3,0,0,0,2,0,1,1,0,3.1,6.78,2.6,6.76,4557.33,831.62,0.08,215.1,0.85,769.88,0.19,178.61,1
milk,3,0,0,1,1,8,10,10,4,1.5,7.88,1.55,7.63,2026.33,526.31,-0.86,138.4,1,557.36,-0.79,81.98,1
milkman,0,0,0,0,0,1,0,7,0,2.8,5.91,2.85,7.07,2820.17,769.36,-0.14,277.05,1,622.22,-0.44,175.33,1
milks,2,0,0,0,0,7,8,8,4,1.75,7.67,1.75,7.68,1699.25,663.7,-0.38,181.95,1,624.81,-0.52,160.94,1
milkshake,0,0,0,0,0,0,0,0,0,3.95,5.34,3.65,6.02,1807.13,699.15,-0.27,170.24,1,657.93,-0.26,257.41,1
milkweed,0,0,0,0,0,0,0,0,0,3.6,6.22,3.45,4.42,2429.14,923.43,0.13,349.94,0.91,733.46,0.09,235.57,0.96
milky,2,0,0,0,0,3,5,5,2,1.85,6.79,1.8,7.09,1564.75,742.47,-0.09,255.58,1,627.75,-0.43,122.82,1
mill,46,0,0,17,23,18,46,52,15,1.05,8.08,1,8.79,3242,646.12,-0.51,283.3,0.97,604.43,-0.47,200.91,1
millennia,0,0,0,0,0,0,0,0,0,3.95,6.71,2.95,7.11,3747.88,774.24,0.37,219.87,0.68,769.38,0.16,259.07,0.96
millennium,0,0,0,0,0,0,0,8,0,4.65,6.99,3.45,6.55,3249.67,755.21,-0.22,310.99,1,694.82,-0.17,128.14,1
miller,9,0,0,1,3,9,19,19,6,1.75,6.97,1.55,7.14,5898.8,604.69,-0.43,147.81,0.83,576.46,-0.62,90.76,1
milligram,1,0,0,0,0,0,1,1,0,3.75,6.48,3.4,6.07,3320.63,800.89,-0.03,303.21,0.82,662.82,-0.25,137.13,1
milligrams,1,0,0,0,0,0,1,1,0,4.4,6.28,3.6,6.34,3021.56,821.92,0.1,266.52,0.76,782.88,0.11,206.35,1
milliliter,1,0,0,0,0,0,3,11,0,4.5,6.05,3.95,6.03,5573,1065.5,0.65,606.03,0.71,988.13,1.15,228.55,0.7
millimeter,1,0,0,0,0,0,2,10,0,3.9,5.8,4.25,5.79,5034.33,731.13,0,258.02,0.94,763.4,0.17,216.44,1
milling,18,0,0,0,0,7,15,15,6,1.7,7.27,1.5,7.5,6473.67,695.5,-0.05,219.72,0.79,654.11,-0.37,167.17,1
million,9,1,1,3,5,3,6,6,3,2.4,7.28,1.95,7.58,4663.5,662,-0.4,237.86,1,631.59,-0.5,138.59,1
millionaire,74,0,0,0,40,0,0,0,0,4.5,6,3.7,6.59,4236.8,756.97,-0.08,271.65,0.94,690.15,-0.29,159.79,1
millionaires,52,0,0,0,0,0,0,0,0,4.9,5.71,4.5,6.62,5009.45,886.61,0.26,287.45,0.91,732.14,0.02,189.74,1
millions,6,0,0,0,0,3,6,6,3,2.6,7.15,2.45,7.29,4587.29,652.18,-0.49,220.27,1,647.31,-0.41,100.34,1
millionth,1,0,0,0,0,1,2,2,1,3.4,6.47,2.45,7.27,4480.13,935.18,0.6,394.76,0.41,885.87,0.84,258.53,0.88
mills,22,0,0,0,1,16,35,35,14,1.5,7.94,1.2,8.32,2723.5,682.24,-0.46,219.34,1,611.74,-0.58,109.24,1
millstone,0,0,0,0,0,1,2,2,1,3.25,5.92,2.7,5.01,4336.63,790.72,0.17,260.27,0.85,687.8,-0.32,207.62,0.77
milt,14,0,0,0,0,17,24,24,13,1.15,8.04,1.05,7.88,2186.67,622.29,-0.45,152.4,0.22,597.38,-0.56,124.96,0.96
mime,14,0,0,0,0,13,23,23,11,1.5,8.57,1.3,9.86,2626.67,747.21,-0.21,250.73,0.82,621.5,-0.55,173.51,1
mimeograph,0,0,0,0,0,0,0,0,0,3.9,5.59,3.85,4.42,2214,1338.83,1.37,725.58,0.18,999.5,0.92,274.85,0.87
mimic,2,0,0,0,0,0,2,2,0,2.3,7.37,1.9,7.15,2917.75,671.16,-0.34,199.05,0.94,656.74,-0.31,156.79,0.96
mimicry,0,0,0,0,0,0,0,0,0,3.5,6.96,2.95,6.98,2373.83,798.23,0.26,280.79,0.41,749.45,0.16,198.71,0.92
mimosa,2,0,0,0,0,0,0,0,0,2.85,7.23,2.95,6.47,2006.2,866.11,0.49,348.6,0.55,863.33,0.49,222.01,0.72
minarets,40,0,0,0,0,0,0,0,0,3.05,6.73,4.3,6.64,5746.43,1168.22,1.06,462,0.27,838.47,0.55,217.16,0.77
mince,8,0,0,4,4,3,15,15,3,1.65,7.8,1.4,8.51,5651.75,782.33,-0.08,302.43,0.79,662.76,-0.34,196.83,0.96
minced,3,0,0,0,0,5,6,6,2,1.75,6.61,1.6,8.02,6138.2,775.59,0.01,319.61,0.84,648.16,-0.45,111.73,0.96
mincemeat,0,0,0,0,0,0,0,0,0,3.8,6.48,3.75,5.72,4907.75,1148.47,1.06,447.3,0.52,951.44,0.78,279.69,0.89
mincer,0,0,0,0,0,6,4,4,3,1.7,7.39,1.85,7.77,7151.2,913.28,0.55,296.71,0.55,684.83,-0.06,171.68,0.92
mincing,4,0,0,0,0,3,4,4,2,1.9,6.84,1.8,6.88,7510.83,761.45,0.13,278.51,0.83,702.08,-0.1,190.56,0.93
mind,45,4,6,8,12,16,22,26,7,1.25,8.52,1.25,8.92,6874,572.84,-0.77,156.76,0.97,616.32,-0.6,187.45,0.96
minded,1,0,0,0,0,5,3,3,2,1.75,6.8,1.9,7.36,6716.6,632.12,-0.52,195.18,0.97,645.18,-0.36,77.71,1
minder,6,0,0,0,0,13,7,7,6,1.4,7.2,1.5,7.61,7729.6,715.44,-0.21,315.8,0.82,631.79,-0.46,199.29,0.92
mindful,0,0,0,0,0,0,0,0,0,2.85,6.09,3,7.55,3965.83,737.13,-0.16,242.42,0.94,687.93,-0.34,236.43,1
mindless,0,0,0,0,0,1,0,0,0,2.4,5.45,2.65,5.66,6357.43,651.74,-0.44,215.57,1,645.63,-0.49,153.57,1
minds,11,0,0,0,0,13,12,17,7,1.6,7.88,1.6,8.69,5429.25,610.36,-0.59,270.55,1,590.12,-0.6,72.64,0.96
mine,49,0,10,16,27,27,38,38,17,1,8.32,1,9.7,7523.67,603.15,-0.58,222.34,0.97,578.81,-0.59,120.65,1
mined,45,0,0,0,0,9,22,26,8,1.5,7.34,1.25,8.92,7663.75,694.78,-0.07,211.38,0.79,670.15,-0.31,205.61,1
minefield,0,0,0,0,0,0,0,0,0,3.65,5.31,3.65,5.05,4197.25,851.63,0.24,311.23,0.73,768.96,0.13,184.91,0.96
miner,10,0,0,0,4,10,19,23,8,1.25,7.36,1.35,7.55,8930,716.3,-0.35,214.57,1,646.56,-0.45,76.67,1
mineral,0,0,0,0,0,0,0,0,0,2.35,7.07,2.6,7,7940.5,643,-0.45,192.31,0.97,683.46,-0.32,155.71,1
mineralogist,0,0,0,0,0,0,0,0,0,4.4,5.26,6.1,4.73,6017.27,1183.76,1.1,506.94,0.86,864.95,0.73,213.65,0.83
mineralogy,49,0,0,0,0,0,0,0,0,3.75,6.16,4.9,5.14,5778.11,909.2,0.69,284.43,0.47,903.24,1,180.34,0.61
minerals,0,0,0,0,0,0,0,0,0,2.7,7.15,2.95,6.71,6973,723.48,-0.27,305.92,0.97,679.05,-0.17,124.42,1
miners,9,0,0,0,0,6,13,18,4,1.75,6.63,1.7,7.43,7917.4,713.71,-0.17,199.94,0.91,611.12,-0.45,93.66,0.96
mines,34,0,0,0,0,26,37,37,17,1.15,7.64,1.2,8.18,8826.75,646.03,-0.47,178.4,0.97,599.44,-0.49,112.26,1
minestrone,1,0,0,0,0,0,0,0,0,3.65,5.54,4.85,6.28,7103.11,951.36,0.55,410.22,0.83,860.8,0.48,319.24,0.71
minesweeper,0,0,0,0,0,0,0,0,0,4.9,5.4,4.7,5.18,5608,800.32,-0.08,265.42,0.85,682.46,-0.15,109,0.96
mingle,8,0,0,0,2,5,6,6,5,1.65,6.39,1.65,6.3,6746.2,703.28,-0.23,233.55,0.97,638.19,-0.4,110.14,1
mingled,3,0,0,0,0,5,6,6,5,1.75,5.86,1.8,5.64,6969.17,852.54,-0.02,447.03,0.82,683.7,-0.16,190.2,1
mingles,3,0,0,0,0,7,7,7,6,1.85,6.31,1.9,6.47,7744.5,856.85,0.13,333.94,0.84,677.54,-0.12,165.2,0.96
mingling,4,0,0,0,0,4,5,5,4,1.95,6.29,2.4,5.77,8032.57,694.54,-0.13,173.13,0.8,738.6,-0.07,228.89,0.93
mini,7,0,0,0,2,10,22,26,2,1.75,8.28,1.4,7.45,6862,670.39,-0.44,188.77,0.97,673.48,-0.39,199.84,1
miniature,0,0,0,0,0,0,0,0,0,3.15,7.04,3.65,7.42,5463.13,804.03,0.04,326.4,1,663.92,-0.31,141.84,1
miniatures,0,0,0,0,0,0,0,0,0,3.55,6.86,3.7,7.49,6271.22,826.32,0.11,317.32,0.94,746.08,-0.04,140.37,1
